"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"tutorial_4_lv3.nlogo"
"experiment"
"02/05/2024 15:29:38:425 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","40","0","40"
"[run number]","offspring_threshold","grow_back_rate","max_food_consumed","[step]","count turtles"
"2349","10","2","8","200","66"
"2353","10","2","9","200","52"
"2350","10","2","8","200","53"
"2351","10","2","9","200","57"
"2354","10","2","9","200","53"
"2352","10","2","9","200","58"
"2355","10","2","9","200","77"
"2356","10","2","9","200","63"
"2357","10","2","9","200","59"
"2358","10","2","9","200","60"
"2359","10","2","9","200","54"
"2360","10","2","9","200","57"
"2361","10","2","10","200","108"
"2366","10","2","10","200","67"
"2365","10","2","10","200","70"
"2364","10","2","10","200","104"
"2363","10","2","10","200","97"
"2367","10","2","10","200","90"
"2368","10","2","10","200","76"
"2362","10","2","10","200","72"
"2369","10","2","10","200","95"
"2370","10","2","10","200","82"
"2371","10","2","11","200","73"
"2372","10","2","11","200","85"
"2373","10","2","11","200","69"
"2374","10","2","11","200","68"
"2375","10","2","11","200","83"
"2378","10","2","11","200","82"
"2380","10","2","11","200","61"
"2379","10","2","11","200","83"
"2377","10","2","11","200","73"
"2381","10","2","12","200","102"
"2382","10","2","12","200","84"
"2383","10","2","12","200","140"
"2384","10","2","12","200","124"
"2376","10","2","11","200","66"
"2386","10","2","12","200","120"
"2385","10","2","12","200","128"
"2387","10","2","12","200","110"
"2388","10","2","12","200","114"
"2389","10","2","12","200","134"
"2391","10","2","13","200","81"
"2390","10","2","12","200","143"
"2393","10","2","13","200","93"
"2394","10","2","13","200","99"
"2395","10","2","13","200","109"
"2392","10","2","13","200","103"
"2398","10","2","13","200","112"
"2397","10","2","13","200","108"
"2396","10","2","13","200","102"
"2400","10","2","13","200","121"
"2399","10","2","13","200","90"
"2401","10","2","14","200","155"
"2402","10","2","14","200","130"
"2404","10","2","14","200","133"
"2407","10","2","14","200","144"
"2409","10","2","14","200","123"
"2405","10","2","14","200","152"
"2406","10","2","14","200","149"
"2408","10","2","14","200","151"
"2403","10","2","14","200","124"
"2411","10","2","15","200","120"
"2410","10","2","14","200","138"
"2412","10","2","15","200","115"
"2413","10","2","15","200","122"
"2414","10","2","15","200","93"
"2416","10","2","15","200","94"
"2415","10","2","15","200","104"
"2418","10","2","15","200","92"
"2419","10","2","15","200","101"
"2421","10","3","5","200","33"
"2420","10","2","15","200","115"
"2423","10","3","5","200","43"
"2417","10","2","15","200","89"
"2422","10","3","5","200","39"
"2425","10","3","5","200","43"
"2424","10","3","5","200","37"
"2427","10","3","5","200","37"
"2428","10","3","5","200","28"
"2426","10","3","5","200","34"
"2429","10","3","5","200","29"
"2431","10","3","6","200","45"
"2432","10","3","6","200","48"
"2430","10","3","5","200","38"
"2434","10","3","6","200","42"
"2433","10","3","6","200","44"
"2435","10","3","6","200","46"
"2436","10","3","6","200","37"
"2437","10","3","6","200","43"
"2438","10","3","6","200","49"
"2439","10","3","6","200","50"
"2441","10","3","7","200","43"
"2443","10","3","7","200","55"
"2444","10","3","7","200","45"
"2442","10","3","7","200","46"
"2446","10","3","7","200","41"
"2447","10","3","7","200","49"
"2445","10","3","7","200","45"
"2448","10","3","7","200","44"
"2449","10","3","7","200","43"
"2440","10","3","6","200","54"
"2453","10","3","8","200","56"
"2450","10","3","7","200","48"
"2452","10","3","8","200","42"
"2451","10","3","8","200","42"
"2454","10","3","8","200","50"
"2455","10","3","8","200","53"
"2456","10","3","8","200","46"
"2458","10","3","8","200","54"
"2460","10","3","8","200","44"
"2459","10","3","8","200","53"
"2457","10","3","8","200","52"
"2461","10","3","9","200","93"
"2462","10","3","9","200","84"
"2463","10","3","9","200","71"
"2464","10","3","9","200","67"
"2465","10","3","9","200","71"
"2467","10","3","9","200","90"
"2466","10","3","9","200","85"
"2471","10","3","10","200","52"
"2470","10","3","9","200","85"
"2469","10","3","9","200","83"
"2473","10","3","10","200","70"
"2472","10","3","10","200","68"
"2468","10","3","9","200","99"
"2475","10","3","10","200","62"
"2474","10","3","10","200","81"
"2479","10","3","10","200","60"
"2476","10","3","10","200","73"
"2480","10","3","10","200","72"
"2477","10","3","10","200","79"
"2478","10","3","10","200","69"
"2482","10","3","11","200","65"
"2483","10","3","11","200","82"
"2484","10","3","11","200","61"
"2485","10","3","11","200","75"
"2486","10","3","11","200","83"
"2481","10","3","11","200","52"
"2487","10","3","11","200","63"
"2488","10","3","11","200","72"
"2489","10","3","11","200","63"
"2490","10","3","11","200","71"
"2491","10","3","12","200","113"
"2492","10","3","12","200","122"
"2493","10","3","12","200","140"
"2496","10","3","12","200","165"
"2495","10","3","12","200","143"
"2499","10","3","12","200","158"
"2497","10","3","12","200","148"
"2498","10","3","12","200","156"
"2501","10","3","13","200","104"
"2500","10","3","12","200","160"
"2503","10","3","13","200","117"
"2504","10","3","13","200","84"
"2502","10","3","13","200","91"
"2494","10","3","12","200","166"
"2508","10","3","13","200","105"
"2507","10","3","13","200","87"
"2506","10","3","13","200","102"
"2505","10","3","13","200","111"
"2510","10","3","13","200","98"
"2509","10","3","13","200","114"
"2513","10","3","14","200","98"
"2514","10","3","14","200","99"
"2511","10","3","14","200","99"
"2516","10","3","14","200","100"
"2515","10","3","14","200","115"
"2517","10","3","14","200","117"
"2520","10","3","14","200","117"
"2519","10","3","14","200","111"
"2512","10","3","14","200","132"
"2524","10","3","15","200","233"
"2518","10","3","14","200","116"
"2521","10","3","15","200","162"
"2522","10","3","15","200","202"
"2523","10","3","15","200","161"
"2526","10","3","15","200","183"
"2525","10","3","15","200","222"
"2528","10","3","15","200","184"
"2529","10","3","15","200","181"
"2531","10","4","5","200","36"
"2533","10","4","5","200","35"
"2532","10","4","5","200","38"
"2534","10","4","5","200","33"
"2530","10","3","15","200","178"
"2535","10","4","5","200","41"
"2527","10","3","15","200","182"
"2536","10","4","5","200","38"
"2538","10","4","5","200","40"
"2540","10","4","5","200","38"
"2542","10","4","6","200","49"
"2537","10","4","5","200","36"
"2539","10","4","5","200","36"
"2541","10","4","6","200","40"
"2547","10","4","6","200","47"
"2545","10","4","6","200","47"
"2544","10","4","6","200","44"
"2546","10","4","6","200","43"
"2548","10","4","6","200","44"
"2543","10","4","6","200","38"
"2549","10","4","6","200","48"
"2550","10","4","6","200","46"
"2551","10","4","7","200","37"
"2552","10","4","7","200","44"
"2554","10","4","7","200","41"
"2553","10","4","7","200","47"
"2555","10","4","7","200","51"
"2559","10","4","7","200","43"
"2557","10","4","7","200","51"
"2558","10","4","7","200","45"
"2560","10","4","7","200","57"
"2561","10","4","8","200","58"
"2556","10","4","7","200","42"
"2564","10","4","8","200","64"
"2563","10","4","8","200","62"
"2562","10","4","8","200","85"
"2567","10","4","8","200","60"
"2565","10","4","8","200","77"
"2566","10","4","8","200","84"
"2568","10","4","8","200","59"
"2570","10","4","8","200","79"
"2571","10","4","9","200","47"
"2573","10","4","9","200","55"
"2572","10","4","9","200","49"
"2574","10","4","9","200","56"
"2576","10","4","9","200","61"
"2575","10","4","9","200","64"
"2569","10","4","8","200","69"
"2577","10","4","9","200","60"
"2579","10","4","9","200","57"
"2578","10","4","9","200","63"
"2580","10","4","9","200","59"
"2582","10","4","10","200","92"
"2581","10","4","10","200","71"
"2585","10","4","10","200","88"
"2583","10","4","10","200","75"
"2586","10","4","10","200","84"
"2587","10","4","10","200","62"
"2589","10","4","10","200","97"
"2588","10","4","10","200","92"
"2584","10","4","10","200","76"
"2591","10","4","11","200","87"
"2590","10","4","10","200","79"
"2593","10","4","11","200","75"
"2592","10","4","11","200","71"
"2595","10","4","11","200","101"
"2594","10","4","11","200","83"
"2598","10","4","11","200","75"
"2596","10","4","11","200","81"
"2599","10","4","11","200","74"
"2600","10","4","11","200","93"
"2602","10","4","12","200","146"
"2601","10","4","12","200","171"
"2604","10","4","12","200","153"
"2603","10","4","12","200","144"
"2607","10","4","12","200","162"
"2606","10","4","12","200","137"
"2608","10","4","12","200","135"
"2597","10","4","11","200","88"
"2605","10","4","12","200","164"
"2610","10","4","12","200","149"
"2611","10","4","13","200","93"
"2609","10","4","12","200","158"
"2612","10","4","13","200","112"
"2614","10","4","13","200","101"
"2617","10","4","13","200","109"
"2613","10","4","13","200","106"
"2616","10","4","13","200","129"
"2618","10","4","13","200","120"
"2615","10","4","13","200","85"
"2619","10","4","13","200","88"
"2620","10","4","13","200","94"
"2622","10","4","14","200","107"
"2621","10","4","14","200","134"
"2623","10","4","14","200","141"
"2624","10","4","14","200","101"
"2629","10","4","14","200","165"
"2628","10","4","14","200","131"
"2625","10","4","14","200","157"
"2630","10","4","14","200","148"
"2627","10","4","14","200","123"
"2626","10","4","14","200","154"
"2631","10","4","15","200","150"
"2633","10","4","15","200","105"
"2634","10","4","15","200","118"
"2636","10","4","15","200","103"
"2632","10","4","15","200","125"
"2635","10","4","15","200","131"
"2637","10","4","15","200","139"
"2641","10","5","5","200","43"
"2642","10","5","5","200","44"
"2640","10","4","15","200","131"
"2643","10","5","5","200","42"
"2639","10","4","15","200","132"
"2644","10","5","5","200","45"
"2638","10","4","15","200","149"
"2648","10","5","5","200","40"
"2645","10","5","5","200","37"
"2646","10","5","5","200","55"
"2647","10","5","5","200","44"
"2649","10","5","5","200","40"
"2650","10","5","5","200","46"
"2651","10","5","6","200","41"
"2653","10","5","6","200","42"
"2655","10","5","6","200","43"
"2656","10","5","6","200","40"
"2654","10","5","6","200","39"
"2652","10","5","6","200","37"
"2658","10","5","6","200","44"
"2657","10","5","6","200","41"
"2659","10","5","6","200","48"
"2660","10","5","6","200","34"
"2661","10","5","7","200","46"
"2662","10","5","7","200","45"
"2663","10","5","7","200","50"
"2665","10","5","7","200","41"
"2667","10","5","7","200","47"
"2666","10","5","7","200","47"
"2664","10","5","7","200","45"
"2668","10","5","7","200","42"
"2669","10","5","7","200","42"
"2670","10","5","7","200","45"
"2671","10","5","8","200","51"
"2672","10","5","8","200","47"
"2673","10","5","8","200","53"
"2674","10","5","8","200","46"
"2676","10","5","8","200","52"
"2677","10","5","8","200","51"
"2678","10","5","8","200","51"
"2679","10","5","8","200","51"
"2680","10","5","8","200","47"
"2681","10","5","9","200","56"
"2675","10","5","8","200","50"
"2683","10","5","9","200","56"
"2682","10","5","9","200","60"
"2684","10","5","9","200","59"
"2685","10","5","9","200","58"
"2687","10","5","9","200","62"
"2686","10","5","9","200","56"
"2688","10","5","9","200","64"
"2690","10","5","9","200","54"
"2692","10","5","10","200","123"
"2691","10","5","10","200","113"
"2693","10","5","10","200","135"
"2694","10","5","10","200","126"
"2696","10","5","10","200","115"
"2697","10","5","10","200","137"
"2695","10","5","10","200","117"
"2700","10","5","10","200","119"
"2689","10","5","9","200","52"
"2698","10","5","10","200","155"
"2699","10","5","10","200","96"
"2703","10","5","11","200","63"
"2701","10","5","11","200","76"
"2702","10","5","11","200","72"
"2705","10","5","11","200","73"
"2707","10","5","11","200","102"
"2704","10","5","11","200","84"
"2709","10","5","11","200","75"
"2708","10","5","11","200","87"
"2710","10","5","11","200","70"
"2711","10","5","12","200","81"
"2713","10","5","12","200","69"
"2712","10","5","12","200","81"
"2715","10","5","12","200","104"
"2706","10","5","11","200","57"
"2716","10","5","12","200","88"
"2714","10","5","12","200","103"
"2717","10","5","12","200","91"
"2719","10","5","12","200","96"
"2720","10","5","12","200","80"
"2721","10","5","13","200","99"
"2718","10","5","12","200","89"
"2723","10","5","13","200","100"
"2724","10","5","13","200","108"
"2725","10","5","13","200","98"
"2726","10","5","13","200","103"
"2728","10","5","13","200","121"
"2727","10","5","13","200","95"
"2729","10","5","13","200","107"
"2722","10","5","13","200","92"
"2734","10","5","14","200","126"
"2730","10","5","13","200","106"
"2733","10","5","14","200","110"
"2735","10","5","14","200","114"
"2731","10","5","14","200","103"
"2732","10","5","14","200","129"
"2736","10","5","14","200","107"
"2738","10","5","14","200","99"
"2737","10","5","14","200","113"
"2740","10","5","14","200","104"
"2739","10","5","14","200","133"
"2741","10","5","15","200","249"
"2742","10","5","15","200","238"
"2743","10","5","15","200","189"
"2744","10","5","15","200","213"
"2745","10","5","15","200","235"
"2747","10","5","15","200","255"
"2748","10","5","15","200","204"
"2749","10","5","15","200","203"
"2746","10","5","15","200","253"
"2750","10","5","15","200","237"
